Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier,No Of Investors,Success
692,18-04-2017,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IdiaNivesh Veture Capital Fud,Private Equity,2000,176000,No Remark,Tier 1 India,1,1
693,18-04-2017,Whodat,Technology,Markerless AR platform,Bengaluru,Ideasprig Capital,Private Equity,600,52800,No Remark,Tier 1 India,1,0
694,18-04-2017,Absentia Vr,Technology,Virtual Reality Startup,Bengaluru,Exfiity Veture Parters,Private Equity,1250,110000,No Remark,Tier 1 India,1,1
695,19-04-2017,Iotrek,Technology,IoT Platform for Bus,New Delhi,Udisclosed Ivestor,Seed Funding,155,13640,No Remark,Tier 1 India,1,0
696,20-04-2017,Holachef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Veture Capital Ltd, Kalaari Capital",Private Equity,3000,264000,No Remark,Tier 1 India,2,1
697,21-04-2017,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bengaluru,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chadrasekhar, Sashi Reddi",Seed Funding,1000,88000,No Remark,Tier 1 India,5,0
698,24-04-2017,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Vetures II, Lightbox Expasio Fud, Sequoia Capital Idia, RuNet South Asia, RB Ivestmets",Private Equity,6300,554400,No Remark,Tier 1 India,5,1
699,24-04-2017,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBak Visio Fud, Lightspeed Veture Parters, Sequoia Capital Idia Advisors, Greeoaks Capital Parters",Private Equity,250000,22000000,No Remark,Tier 1 India,4,1
700,24-04-2017,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG Iteratioal,Private Equity,3200,281600,No Remark,Tier 1 India,1,1
701,25-04-2017,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Aru Tadaki, Aditya Verma",Seed Funding,245,21560,No Remark,Tier 1 India,2,0
702,25-04-2017,Urbanclap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,3100,272800,No Remark,Tier 1 India,1,1
703,26-04-2017,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia Idia,Private Equity,20000,1760000,No Remark,Tier 1 India,1,1
704,26-04-2017,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligugs GmbH,Private Equity,11000,968000,No Remark,Tier 1 India,1,1
705,26-04-2017,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,1500,132000,No Remark,Tier 1 India,1,1
706,26-04-2017,Stalkbuylove,E-Commerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,1000,88000,No Remark,Tier 1 India,1,0
707,27-04-2017,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agus Capital, Khattar Holdigs",Private Equity,3600,316800,No Remark,Tier 1 India,2,1
708,27-04-2017,Inurture,Consumer Internet,Online Educational courses,Bengaluru,BlackSoil Capital Pvt. Ltd,Private Equity,1500,132000,No Remark,Tier 1 India,1,1
709,28-04-2017,Sepalika,Consumer Internet,Healthcare related content platform,New Delhi,Accel Parters,Seed Funding,750,66000,No Remark,Tier 1 India,1,0
710,01-03-2017,Ola,Consumer Internet,App based cab aggregator,Bengaluru,SoftBak Group Corp,Private Equity,330000,29040000,No Remark,Tier 1 India,1,1
711,01-03-2017,Belong,Consumer Internet,Online Jon Portal,Bengaluru,Sequoia Capital Idia,Private Equity,10000,880000,No Remark,Tier 1 India,1,1
712,02-03-2017,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Vetureast, Ediya Parters, Eight Roads Vetures, F-Prime Capital Parters",Private Equity,1500,132000,No Remark,Tier 1 India,4,1
713,02-03-2017,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideasprig Capital,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
714,02-03-2017,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Veture Parters,Private Equity,2500,220000,No Remark,Tier 1 India,1,1
715,02-03-2017,Creditmantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quoa Capital,Private Equity,7600,668800,No Remark,Tier 1 India,1,1
716,03-03-2017,Tydy,Technology,Employee Onboarding and Engagement platform,Bengaluru,"Bhupe Shah, Jayesh Parekh, Sajay Sathe",Seed Funding,275,24200,No Remark,Tier 1 India,3,0
717,03-03-2017,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Beett, Colema ad Compay Ltd",Private Equity,6700,589600,No Remark,Tier 2/3 India,2,1
718,03-03-2017,Paytm Marketplace,E-Commerce,ECommerce Marketplace,Bengaluru,Alibaba,Private Equity,200000,17600000,No Remark,Tier 1 India,1,1
719,04-03-2017,Igenetics,Health & Wellness,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19500,1716000,No Remark,Tier 1 India,1,1
720,06-03-2017,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,1200,105600,No Remark,Tier 1 India,1,1
721,06-03-2017,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aeesh Seth, Tushar Mittal",Seed Funding,150,13200,No Remark,Tier 1 India,2,0
722,06-03-2017,Pickme,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Veture Capital Fud,Private Equity,1790,157520,No Remark,Tier 1 India,1,1
723,07-03-2017,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Parters,Private Equity,10000,880000,No Remark,Tier 1 India,1,1
724,07-03-2017,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bengaluru,Star Idia Pvt Ltd,Private Equity,10000,880000,No Remark,Tier 1 India,1,1
725,07-03-2017,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportuities Fud,Private Equity,1000,88000,No Remark,Tier 1 India,1,0
726,07-03-2017,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,Natioal Sciece ad Techology Etrepreeurship Developmet Board,Seed Funding,30,2640,No Remark,Tier 1 India,1,0
727,07-03-2017,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bengaluru,"IDG Vetures Idia, Michael & Susa Dell Foudatio, Draper Associates, Uitus Seed Fud",Private Equity,3650,321200,No Remark,Tier 1 India,4,1
728,08-03-2017,Rivigo,Logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Baks (Debt Fudig),Private Equity,15000,1320000,No Remark,Tier 1 India,1,1
729,08-03-2017,Pipecandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG vetures, Axilor Vetures, Emerget Vetures, Idia Agel Network",Seed Funding,1100,96800,No Remark,Tier 1 India,4,0
730,08-03-2017,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combiator,Seed Funding,120,10560,No Remark,Tier 1 India,1,0
731,09-03-2017,Appbrowzer,Consumer Internet,Instant Mobile Apps Store,Bengaluru,Deepak Gurai,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
732,09-03-2017,Magicbricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Iteret Ltd,Private Equity,4500,396000,No Remark,Tier 1 India,1,1
733,10-03-2017,Peebuddy,Health & Wellness,Female Hygiene product manufacturer,New Delhi,Idia Agel Network,Seed Funding,443,38984,No Remark,Tier 1 India,1,0
734,10-03-2017,Lavelle Networks,Technology,SDN Solutions,Bengaluru,Ideasprig Capital,Seed Funding,600,52800,No Remark,Tier 1 India,1,0
735,15-03-2017,Latestone,E-Commerce,Tech Accessories e-tailer,Hyderabad,"Floritree, Mathew Cyriac, Chidambaram Palaiappa, Bharat Sheth",Private Equity,3350,294800,No Remark,Tier 1 India,4,1
736,15-03-2017,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Udisclosed Ivestor,Seed Funding,100,8800,No Remark,Tier 2/3 India,1,0
737,16-03-2017,Mpaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Vetures, Blume Vetures, Saha Fud,",Private Equity,1350,118800,No Remark,Tier 1 India,3,1
738,16-03-2017,Popxo,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Vetures, Kalaari Capital ad IDG Vetures Idia, Summit Media, Atul Goel, ad Gurpreet Sigh",Private Equity,3100,272800,No Remark,Tier 1 India,5,1
739,16-03-2017,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupeder Sigh, Yashish Dhaiya",Seed Funding,200,17600,No Remark,Tier 1 India,3,0
740,21-03-2017,Flipkart,E-Commerce,ECommerce Marketplace,Bengaluru,"Microsoft, eBay, Tecet Holdigs",Private Equity,1400000,123200000,No Remark,Tier 1 India,3,1
741,21-03-2017,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh ad Rajesh Jhujhuwala",Private Equity,3670,322960,No Remark,Tier 1 India,2,1
742,21-03-2017,Myglamm,Consumer Internet,On-Demand Beauty Services,Mumbai,Lxe2x80x99Occitae,Private Equity,5300,466400,No Remark,Tier 1 India,1,1
743,22-03-2017,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bengaluru,"Ravi Saxea, Sadeep Raju,",Seed Funding,191,16808,No Remark,Tier 1 India,2,0
744,23-03-2017,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kizo Capital",Private Equity,15000,1320000,No Remark,Tier 1 India,2,1
745,23-03-2017,Markets And Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,56000,4928000,No Remark,Tier 1 India,2,1
746,24-03-2017,Bizom,Technology,supply chain automation platform,Bengaluru,Ojas Vetures,Seed Funding,382,33616,No Remark,Tier 1 India,1,0
747,24-03-2017,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Equity,100000,8800000,No Remark,Tier 1 India,2,1
748,28-03-2017,Fynd,E-Commerce,Online fashion marketplace,Mumbai,Veture Catalysts,Private Equity,500,44000,No Remark,Tier 1 India,1,0
749,28-03-2017,Donething,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brad Capital,Private Equity,300,26400,No Remark,Tier 1 India,1,0
750,29-03-2017,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Akit Gupta, Pueet Motihar",Seed Funding,325,28600,No Remark,Tier 1 India,2,0
751,29-03-2017,Perpule,E-Commerce,Self-Checkout ECommerce App,Bengaluru,KStart Capital,Seed Funding,650,57200,No Remark,Tier 1 India,1,0
752,29-03-2017,Licious,E-Commerce,Online Meat Ordering platform,Bengaluru,"Mayfield Idia, 3oe4 Capital, Sistema Asia Fud, Neoplux Techology Fud",Private Equity,10000,880000,No Remark,Tier 1 India,4,1
753,29-03-2017,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bengaluru,"Viod Marti, Hemat Kaul, Prof. Ram Kumar Kakai & Others",Seed Funding,50,4400,No Remark,Tier 1 India,3,0
754,31-03-2017,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malii Patel, Stelcore Maagemet Services, Ajai Prasad",Seed Funding,155,13640,No Remark,Tier 1 India,3,0
755,31-03-2017,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fud,Private Equity,3000,264000,No Remark,Tier 1 India,1,1
756,31-03-2017,Bigbasket,E-Commerce,Online Grocer,Bengaluru,Trifecta Capital,Private Equity,7000,616000,No Remark,Tier 1 India,1,1
757,31-03-2017,Icertis,Technology,ERP solutions provider,Pune,"B Capital Group, Igitio Parters, Greycroft, e.vetures, Eight Roads Vetures",Private Equity,25000,2200000,No Remark,Tier 1 India,5,1
758,06-02-2017,Capital Float,Consumer Internet,Online lending platform,Bengaluru,IFMR Capital Fiace,Private Equity,2500,220000,No Remark,Tier 1 India,1,1
759,07-02-2017,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karai Securities, Veture Works",Seed Funding,450,39600,No Remark,Tier 1 India,2,0
760,07-02-2017,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Ivestmets, SAIF Parters, Bessemer Veture Parters",Private Equity,10000,880000,No Remark,Tier 1 India,3,1
761,08-02-2017,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bengaluru,Earlsfield Capital,Seed Funding,1000,88000,No Remark,Tier 1 India,1,0
762,08-02-2017,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Vetures, Blume Vetures",Private Equity,1200,105600,No Remark,Tier 1 India,2,1
763,08-02-2017,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdigs,Private Equity,55000,4840000,No Remark,Tier 1 India,1,1
764,08-02-2017,Edurev,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Funding,40,3520,No Remark,Tier 1 India,1,0
765,09-02-2017,Voonik,E-Commerce,Women Apparel & Lifestyle etailer,Bengaluru,"RB Ivestmets, Sequoia Capital",Private Equity,6000,528000,No Remark,Tier 1 India,2,1
766,09-02-2017,Wooplr,E-Commerce,Women Fashion Portal,Bengaluru,"Sistema Asia Fud, Amereus Group, Helio Vetures",Private Equity,8000,704000,No Remark,Tier 1 India,3,1
767,10-02-2017,48East,E-Commerce,Online Food Delivery Platform,Bengaluru,Al Dhaheri family,Private Equity,500,44000,No Remark,Tier 1 India,1,0
768,13-02-2017,Sigtuple,Technology,Medical Automation platform,Bengaluru,"Accel Parters, IDG Vetures, Ediya Parters, pi Vetures, VH Capital, Axilor Parters",Private Equity,5800,510400,No Remark,Tier 1 India,6,1
769,13-02-2017,Flutura,Technology,Decision Sciences Analytics Solutions,Bengaluru,"Vertex Vetures, Lumis Parters",Private Equity,7500,660000,No Remark,Tier 1 India,2,1
770,13-02-2017,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Ail Jai & other HNIs,Private Equity,3200,281600,No Remark,Tier 1 India,1,1
771,13-02-2017,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleier Perkis, Goldma Sachs, Pie Brook",Private Equity,15000,1320000,No Remark,Tier 1 India,3,1
772,13-02-2017,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding,330,29040,No Remark,Tier 1 India,1,0
773,13-02-2017,Fyle,Technology,Expense Management Solution,Bengaluru,Pravega Vetures,Seed Funding,400,35200,No Remark,Tier 1 India,1,0
774,14-02-2017,Gobumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahaligam K, Girish Mathrubootham",Seed Funding,300,26400,No Remark,Tier 1 India,2,0
775,14-02-2017,Ccavenue,Consumer Internet,Online Payment Gateway,Mumbai,Ifibeam,Private Equity,22400,1971200,No Remark,Tier 1 India,1,1
776,15-02-2017,Zestmoney,Consumer Internet,Online Consumer Lending platform,Bengaluru,"PayU, Ribbit Capital, Omidyar Network",Private Equity,6500,572000,No Remark,Tier 1 India,3,1
777,15-02-2017,Airzaar,Technology,Drone operations management platform,Missourie,Quake Capital,Seed Funding,350,30800,No Remark,Other,1,0
778,16-02-2017,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shuwei Capital,Private Equity,3000,264000,No Remark,Tier 1 India,1,1
779,16-02-2017,Yourstory,Consumer Internet,Online Media,Bengaluru,"Kalaari Capital Parters, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,3000,264000,No Remark,Tier 1 India,4,1
780,17-02-2017,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
781,17-02-2017,The Ken,Consumer Internet,Online Media Platform,Bengaluru,"Aprameya Radhakrisha, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhai, Pava Ogole, Sadeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,400,35200,No Remark,Tier 1 India,8,0
782,17-02-2017,Urban Ladder,E-Commerce,Online Furniture Store,Bengaluru,"Kalaari Capital, SAIF Parters, Steadview Capital, Sequoia Capital",Private Equity,15200,1337600,No Remark,Tier 1 India,4,1
783,17-02-2017,Leopetra,E-Commerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding,40,3520,No Remark,Tier 1 India,1,0
784,18-02-2017,Blood N Care,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Seed Funding,40,3520,No Remark,Tier 1 India,1,0
785,20-02-2017,Flipkart,E-Commerce,Online Marketplace,Bengaluru,"Beett, Colema ad Co. Ltd (BCCL)",Private Equity,38700,3405600,No Remark,Tier 1 India,2,1
786,21-02-2017,True Balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"Softbak Vetures Korea, IMM Ivestmet",Private Equity,15000,1320000,No Remark,Tier 1 India,2,1
787,22-02-2017,Vebbler,Consumer Internet,Photo Sharing for Groups,Bengaluru,Facebook FBStart,Seed Funding,40,3520,No Remark,Tier 1 India,1,0
788,23-02-2017,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Idia Agel Network (IAN), BEENEXT, The Cheai Agels, Suil Mujal",Private Equity,1100,96800,No Remark,Tier 1 India,4,0
789,27-02-2017,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chadigarh Agels, Ashish Gupta, Rohit, Ashish Chad, Suil Sigh & Others",Seed Funding,375,33000,No Remark,Tier 1 India,5,0
790,27-02-2017,Johari Shop,E-Commerce,Online Jewellery etailer,Bengaluru,Udisclosed Ivestors,Seed Funding,94,8272,No Remark,Tier 1 India,1,0
791,28-02-2017,Neostencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brad Capital, Parago Trust",Private Equity,1000,88000,No Remark,Tier 1 India,2,0
792,28-02-2017,Blackbuck,Logistics,Online freight aggregator,Bengaluru,"Sads Capital, IFC, Accel Parters, Flipkart, Sajiv Ragrass",Private Equity,70000,6160000,No Remark,Tier 1 India,5,1
793,02-01-2017,Taxsutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohadas Pai, V Balakrisha, PV Sriivasa",Seed Funding,366,32208,No Remark,Tier 1 India,3,0
794,03-01-2017,Tempogo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Funding,825,72600,No Remark,Tier 2/3 India,1,0
795,06-01-2017,Leap India,Logistics,Supply Chain Solutions Provider,Mumbai,"Idia Nivesh Growth Fud, Sixth Sese, TCI Vetures",Private Equity,13000,1144000,No Remark,Tier 1 India,3,1
796,07-01-2017,Freecharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Ifotech Pvt Ltd,Private Equity,57000,5016000,No Remark,Tier 1 India,1,1
797,09-01-2017,Ticketnew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,35000,3080000,No Remark,Tier 1 India,1,1
798,10-01-2017,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,800,70400,No Remark,Tier 1 India,1,0
799,10-01-2017,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield Idia, Trifecta Capital",Private Equity,5000,440000,No Remark,Tier 1 India,2,1
800,10-01-2017,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedata Capital, William Campbell, Toos N Daruvala",Private Equity,2250,198000,No Remark,Tier 1 India,3,1
801,10-01-2017,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bengaluru,"Viod Marti, Eva Lim, Kacha Ghoshal, Ram Kumar Kakai",Seed Funding,100,8800,No Remark,Tier 1 India,4,0
802,10-01-2017,Lenskart,E-Commerce,Online eyewear retailer,Bengaluru,Roie Screwvala,Private Equity,3500,308000,No Remark,Tier 1 India,1,1
803,12-01-2017,Hansel.Io,Consumer Internet,Real-time Mobile App Management Platform,Bengaluru,"IDG Vetures, Ediya Parters",Private Equity,1350,118800,No Remark,Tier 1 India,2,1
804,12-01-2017,Square Yards,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Lohia Group, Adre Hoffma",Private Equity,10000,880000,No Remark,Tier 1 India,2,1
805,13-01-2017,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Ivestmets & Others,Private Equity,4100,360800,No Remark,Tier 1 India,1,1
806,13-01-2017,Iservice,Consumer Internet,Gadgets Repair & Service Booking platform,Bengaluru,"Blume Vetures, Girish Mathrubootham, Aprameya Radhakrisha",Seed Funding,440,38720,No Remark,Tier 1 India,3,0
